Inst,Buy/Sell,Lot,Entry,Exit,Profit/Loss,Balance: 100000
EURAUD,Buy,3,1.53,1.54757,5271,105271
EURAUD,Sell,3,1.56695,1.57185,-1470,103801
EURAUD,Sell,3,1.56934,1.57139,-615,103186
EURAUD,Sell,3,1.59634,1.57185,7347,110533
