Inst,Buy/Sell,Lot,Entry,Exit,Profit/Loss,Balance: 100000
EURAUD,Buy,3,1.53805,1.55471,4998,104998
EURAUD,Buy,3,1.55528,1.54989,-1617,103381
EURAUD,Buy,3,1.52681,1.54183,4506,107887
EURAUD,Sell,3,1.54834,1.55218,-1152,106735
EURAUD,Sell,3,1.55569,1.53952,4851,111586
